Days Since 2010, Injected, Date, Day, Weight (lb), Weight (2023),Delta,Delta 2023
4734,true,2023-01-19,01-19,440,,-31.69999999999999,
4735,true,2023-01-20,01-20,440,,-31.69999999999999,
4736,true,2023-01-21,01-21,440,,-31.69999999999999,
4737,true,2023-01-22,01-22,440,,-31.69999999999999,
4738,true,2023-01-23,01-23,440,,-31.69999999999999,
4739,true,2023-01-24,01-24,440.1,,-31.599999999999966,
4740,true,2023-01-25,01-25,440.1,,-31.599999999999966,
4741,true,2023-01-26,01-26,440.1,,-31.599999999999966,
4742,true,2023-01-27,01-27,440.1,,-31.599999999999966,
4743,true,2023-01-28,01-28,440.1,,-31.599999999999966,
4744,true,2023-01-29,01-29,440.2,,-31.5,
4745,true,2023-01-30,01-30,440.2,,-31.5,
4746,true,2023-01-31,01-31,440.2,,-31.5,
4747,true,2023-02-01,02-01,440.2,,-31.5,
4748,true,2023-02-02,02-02,440.2,,-31.5,
4749,true,2023-02-03,02-03,440.3,,-31.399999999999977,
4750,true,2023-02-04,02-04,440.3,,-31.399999999999977,
4751,true,2023-02-05,02-05,440.3,,-31.399999999999977,
4752,true,2023-02-06,02-06,440.3,,-31.399999999999977,
4753,true,2023-02-07,02-07,440.3,,-31.399999999999977,
4754,true,2023-02-08,02-08,440.4,,-31.30000000000001,
4755,true,2023-02-09,02-09,440.4,,-31.30000000000001,
4756,true,2023-02-10,02-10,440.4,,-31.30000000000001,
4757,true,2023-02-11,02-11,440.4,,-31.30000000000001,
4758,true,2023-02-12,02-12,440.5,,-31.19999999999999,
4759,true,2023-02-13,02-13,440.5,,-31.19999999999999,
4760,true,2023-02-14,02-14,440.5,,-31.19999999999999,
4761,true,2023-02-15,02-15,440.5,,-31.19999999999999,
4762,true,2023-02-16,02-16,440.5,,-31.19999999999999,
4763,true,2023-02-17,02-17,440.6,,-31.099999999999966,
4764,true,2023-02-18,02-18,440.6,,-31.099999999999966,
4765,true,2023-02-19,02-19,440.6,,-31.099999999999966,
4766,true,2023-02-20,02-20,440.6,,-31.099999999999966,
4767,true,2023-02-21,02-21,440.6,,-31.099999999999966,
4768,true,2023-02-22,02-22,440.7,,-31,
4769,true,2023-02-23,02-23,440.7,,-31,
4771,,2023-02-24,02-24,440.7,,-31,
4772,,2023-02-25,02-25,440.8,,-30.899999999999977,
4773,,2023-02-26,02-26,441.4,,-30.30000000000001,
4774,,2023-02-27,02-27,442.6,,-29.099999999999966,
4775,,2023-02-28,02-28,442.2,,-29.5,
4776,,2023-03-01,03-01,442.8,,-28.899999999999977,
4777,,2023-03-02,03-02,440.4,,-31.30000000000001,
4778,,2023-03-03,03-03,442.1,,-29.599999999999966,
4779,,2023-03-04,03-04,439.1,,-32.599999999999966,
4780,,2023-03-05,03-05,439.8,,-31.899999999999977,
4781,,2023-03-06,03-06,441.1,,-30.599999999999966,
4782,,2023-03-07,03-07,439.5,,-32.19999999999999,
4782,true,2023-03-08,03-08,438.5,,-33.19999999999999,
4784,,2023-03-09,03-09,437.5,,-34.19999999999999,
4785,,2023-03-10,03-10,442.2,,-29.5,
4786,,2023-03-11,03-11,437,,-34.69999999999999,
4787,,2023-03-12,03-12,435.3,,-36.39999999999998,
4788,,2023-03-13,03-13,437.6,,-34.099999999999966,
4789,,2023-03-14,03-14,435.2,,-36.5,
4790,,2023-03-15,03-15,440.9,,-30.80000000000001,
4791,,2023-03-16,03-16,441,,-30.69999999999999,
4792,,2023-03-17,03-17,440.8,,-30.899999999999977,
4793,,2023-03-18,03-18,441.9,,-29.80000000000001,
4794,,2023-03-19,03-19,437.5,,-34.19999999999999,
4795,,2023-03-20,03-20,436.8,,-34.89999999999998,
4796,,2023-03-21,03-21,440.4,,-31.30000000000001,
4797,,2023-03-22,03-22,442.2,,-29.5,
4798,,2023-03-23,03-23,441.9,,-29.80000000000001,
4799,,2023-03-24,03-24,439.6,,-32.099999999999966,
4800,,2023-03-25,03-25,436.4,,-35.30000000000001,
4801,,2023-03-26,03-26,440.7,,-31,
4802,,2023-03-27,03-27,440.2,,-31.5,
4803,,2023-03-28,03-28,441.6,,-30.099999999999966,
4804,,2023-03-29,03-29,440.4,,-31.30000000000001,
4805,,2023-03-30,03-30,440.7,,-31,
4806,,2023-03-31,03-31,442.9,,-28.80000000000001,
4807,,2023-04-01,04-01,441.5,,-30.19999999999999,
4808,,2023-04-02,04-02,441.8,,-29.899999999999977,
4809,,2023-04-03,04-03,437.1,,-34.599999999999966,
4810,,2023-04-04,04-04,437.4,,-34.30000000000001,
4811,,2023-04-05,04-05,439.1,,-32.599999999999966,
4812,,2023-04-06,04-06,438.2,,-33.5,
4812,true,2023-04-07,04-07,440.6,,-31.099999999999966,
4814,,2023-04-08,04-08,442.9,,-28.80000000000001,
4814,true,2023-04-09,04-09,443.9,,-27.80000000000001,
4816,,2023-04-10,04-10,444.9,,-26.80000000000001,
4817,,2023-04-11,04-11,442.6,,-29.099999999999966,
4817,true,2023-04-12,04-12,444.7,,-27,
4819,,2023-04-13,04-13,446.7,,-25,
4820,,2023-04-14,04-14,440.5,,-31.19999999999999,
4820,true,2023-04-15,04-15,440.9,,-30.80000000000001,
4822,,2023-04-16,04-16,441.3,,-30.399999999999977,
4823,,2023-04-17,04-17,439.9,,-31.80000000000001,
4824,,2023-04-18,04-18,440.5,,-31.19999999999999,
4825,,2023-04-19,04-19,438.7,,-33,
4826,,2023-04-20,04-20,442,,-29.69999999999999,
4827,,2023-04-21,04-21,441,,-30.69999999999999,
4828,,2023-04-22,04-22,440,,-31.69999999999999,
4829,,2023-04-23,04-23,437.8,,-33.89999999999998,
4830,,2023-04-24,04-24,438.6,,-33.099999999999966,
4831,,2023-04-25,04-25,439.4,,-32.30000000000001,
4832,,2023-04-26,04-26,438.4,,-33.30000000000001,
4833,,2023-04-27,04-27,440,,-31.69999999999999,
4834,,2023-04-28,04-28,436.8,,-34.89999999999998,
4835,,2023-04-29,04-29,438.4,,-33.30000000000001,
4836,,2023-04-30,04-30,440.7,,-31,
4837,,2023-05-01,05-01,441.4,,-30.30000000000001,
4838,,2023-05-02,05-02,440.7,,-31,
4839,,2023-05-03,05-03,437.6,,-34.099999999999966,
4840,,2023-05-04,05-04,438.2,,-33.5,
4841,,2023-05-05,05-05,438.1,,-33.599999999999966,
4842,,2023-05-06,05-06,435.2,,-36.5,
4843,,2023-05-07,05-07,436.1,,-35.599999999999966,
4844,,2023-05-08,05-08,437.1,,-34.599999999999966,
4845,,2023-05-09,05-09,438.2,,-33.5,
4846,,2023-05-10,05-10,437.5,,-34.19999999999999,
4847,,2023-05-11,05-11,442.1,,-29.599999999999966,
4848,,2023-05-12,05-12,444.5,,-27.19999999999999,
4849,,2023-05-13,05-13,445.1,,-26.599999999999966,
4850,,2023-05-14,05-14,440.7,,-31,
4851,,2023-05-15,05-15,442.4,,-29.30000000000001,
4852,,2023-05-16,05-16,436.8,,-34.89999999999998,
4853,,2023-05-17,05-17,435.9,,-35.80000000000001,
4854,,2023-05-18,05-18,435.2,,-36.5,
4855,,2023-05-19,05-19,433.5,,-38.19999999999999,
4856,,2023-05-20,05-20,434.2,,-37.5,
4857,,2023-05-21,05-21,432.7,,-39,
4858,,2023-05-22,05-22,431,,-40.69999999999999,
4859,,2023-05-23,05-23,433,,-38.69999999999999,
4860,,2023-05-24,05-24,431.1,,-40.599999999999966,
4861,,2023-05-25,05-25,435.2,,-36.5,
4862,,2023-05-26,05-26,430,,-41.69999999999999,
4863,,2023-05-27,05-27,429.1,,-42.599999999999966,
4864,,2023-05-28,05-28,428.4,,-43.30000000000001,
4865,,2023-05-29,05-29,429,,-42.69999999999999,
4866,,2023-05-30,05-30,430.2,,-41.5,
4867,,2023-05-31,05-31,433.5,,-38.19999999999999,
4868,,2023-06-01,06-01,432.8,,-38.89999999999998,
4869,,2023-06-02,06-02,430,,-41.69999999999999,
4870,,2023-06-03,06-03,431.3,,-40.39999999999998,
4871,,2023-06-04,06-04,430.7,,-41,
4872,,2023-06-05,06-05,431.1,,-40.599999999999966,
4873,,2023-06-06,06-06,428.8,,-42.89999999999998,
4874,,2023-06-07,06-07,431.2,,-40.5,
4875,,2023-06-08,06-08,430.9,,-40.80000000000001,
4876,,2023-06-09,06-09,431.1,,-40.599999999999966,
4876,true,2023-06-10,06-10,432.1,,-39.599999999999966,
4877,true,2023-06-11,06-11,433,,-38.69999999999999,
4879,,2023-06-12,06-12,434,,-37.69999999999999,
4880,,2023-06-13,06-13,431.3,,-40.39999999999998,
4880,true,2023-06-14,06-14,430.7,,-41,
4882,,2023-06-15,06-15,430.1,,-41.599999999999966,
4883,,2023-06-16,06-16,427.7,,-44,
4884,,2023-06-17,06-17,431.2,,-40.5,
4885,,2023-06-18,06-18,426.7,,-45,
4886,,2023-06-19,06-19,430.1,,-41.599999999999966,
4887,,2023-06-20,06-20,429.6,,-42.099999999999966,
4888,,2023-06-21,06-21,430.1,,-41.599999999999966,
4889,,2023-06-22,06-22,430,,-41.69999999999999,
4890,,2023-06-23,06-23,426.5,,-45.19999999999999,
4891,,2023-06-24,06-24,426.4,,-45.30000000000001,
4892,,2023-06-25,06-25,427.6,,-44.099999999999966,
4893,,2023-06-26,06-26,425.2,,-46.5,
4894,,2023-06-27,06-27,427.9,,-43.80000000000001,
4895,,2023-06-28,06-28,425.9,,-45.80000000000001,
4896,,2023-06-29,06-29,425.5,,-46.19999999999999,
4897,,2023-06-30,06-30,424.8,,-46.89999999999998,
4898,,2023-07-01,07-01,426.3,,-45.39999999999998,
4899,,2023-07-02,07-02,426.2,,-45.5,
4900,,2023-07-03,07-03,428.2,,-43.5,
4901,,2023-07-04,07-04,426,,-45.69999999999999,
4902,,2023-07-05,07-05,424.6,,-47.099999999999966,
4903,,2023-07-06,07-06,429.2,,-42.5,
4904,,2023-07-07,07-07,433.4,,-38.30000000000001,
4905,,2023-07-08,07-08,429.9,,-41.80000000000001,
4906,,2023-07-09,07-09,428.2,,-43.5,
4907,,2023-07-10,07-10,426.5,,-45.19999999999999,
4908,,2023-07-11,07-11,427.5,,-44.19999999999999,
4909,,2023-07-12,07-12,426.4,,-45.30000000000001,
4910,,2023-07-13,07-13,426,,-45.69999999999999,
4911,,2023-07-14,07-14,422.8,,-48.89999999999998,
4912,,2023-07-15,07-15,425.3,,-46.39999999999998,
4913,,2023-07-16,07-16,424.7,,-47,
4914,,2023-07-17,07-17,429.2,,-42.5,
4915,,2023-07-18,07-18,427.4,,-44.30000000000001,
4916,,2023-07-19,07-19,426.8,,-44.89999999999998,
4917,,2023-07-20,07-20,425.1,,-46.599999999999966,
4918,,2023-07-21,07-21,427.3,,-44.39999999999998,
4919,,2023-07-22,07-22,424.3,,-47.39999999999998,
4920,,2023-07-23,07-23,423.5,,-48.19999999999999,
4921,,2023-07-24,07-24,423.2,,-48.5,
4922,,2023-07-25,07-25,424.1,,-47.599999999999966,
4923,,2023-07-26,07-26,427.3,,-44.39999999999998,
4924,,2023-07-27,07-27,425.8,,-45.89999999999998,
4925,,2023-07-28,07-28,423.3,,-48.39999999999998,
4926,,2023-07-29,07-29,422.1,,-49.599999999999966,
4927,,2023-07-30,07-30,420.8,,-50.89999999999998,
4928,,2023-07-31,07-31,420.4,,-51.30000000000001,
4929,,2023-08-01,08-01,421.2,,-50.5,
4930,,2023-08-02,08-02,421.6,,-50.099999999999966,
4931,,2023-08-03,08-03,421,,-50.69999999999999,
4932,,2023-08-04,08-04,418.5,,-53.19999999999999,
4933,,2023-08-05,08-05,417.3,,-54.39999999999998,
4934,,2023-08-06,08-06,420,,-51.69999999999999,
4935,,2023-08-07,08-07,418.8,,-52.89999999999998,
4936,,2023-08-08,08-08,419.2,,-52.5,
4937,,2023-08-09,08-09,416.5,,-55.19999999999999,
4938,,2023-08-10,08-10,417.4,,-54.30000000000001,
4939,,2023-08-11,08-11,415.1,,-56.599999999999966,
4940,,2023-08-12,08-12,417.4,,-54.30000000000001,
4940,true,2023-08-13,08-13,415.9,,-55.80000000000001,
4942,,2023-08-14,08-14,414.4,,-57.30000000000001,
4943,,2023-08-15,08-15,413.7,,-58,
4944,,2023-08-16,08-16,414.8,,-56.89999999999998,
4945,,2023-08-17,08-17,412.5,,-59.19999999999999,
4946,,2023-08-18,08-18,411.9,,-59.80000000000001,
4947,,2023-08-19,08-19,410.5,,-61.19999999999999,
4948,,2023-08-20,08-20,409.5,,-62.19999999999999,
4949,,2023-08-21,08-21,411.9,,-59.80000000000001,
4950,,2023-08-22,08-22,411.8,,-59.89999999999998,
4951,,2023-08-23,08-23,410.5,,-61.19999999999999,
4952,,2023-08-24,08-24,411.1,,-60.599999999999966,
4953,,2023-08-25,08-25,409.7,,-62,
4954,,2023-08-26,08-26,408.4,,-63.30000000000001,
4955,,2023-08-27,08-27,407.2,,-64.5,
4956,,2023-08-28,08-28,407.7,,-64,
4957,,2023-08-29,08-29,410.6,,-61.099999999999966,
4958,,2023-08-30,08-30,405.7,,-66,
4959,,2023-08-31,08-31,405.4,,-66.30000000000001,
4960,,2023-09-01,09-01,405.5,,-66.19999999999999,
4960,true,2023-09-02,09-02,405.9,,-65.80000000000001,
4961,true,2023-09-03,09-03,406.4,,-65.30000000000001,
4962,true,2023-09-04,09-04,406.8,,-64.89999999999998,
4963,true,2023-09-05,09-05,407.3,,-64.39999999999998,
4964,true,2023-09-06,09-06,407.7,,-64,
4965,true,2023-09-07,09-07,408.1,,-63.599999999999966,
4966,true,2023-09-08,09-08,408.6,,-63.099999999999966,
4967,true,2023-09-09,09-09,409,,-62.69999999999999,
4968,true,2023-09-10,09-10,409.4,,-62.30000000000001,
4969,true,2023-09-11,09-11,409.9,,-61.80000000000001,
4970,true,2023-09-12,09-12,410.3,,-61.39999999999998,
4971,true,2023-09-13,09-13,410.8,,-60.89999999999998,
4972,true,2023-09-14,09-14,411.2,,-60.5,
4973,true,2023-09-15,09-15,411.6,,-60.099999999999966,
4974,true,2023-09-16,09-16,412.1,,-59.599999999999966,
4976,,2023-09-17,09-17,412.5,,-59.19999999999999,
4977,,2023-09-18,09-18,410.4,,-61.30000000000001,
4978,,2023-09-19,09-19,408.8,,-62.89999999999998,
4979,,2023-09-20,09-20,407.6,,-64.09999999999997,
4980,,2023-09-21,09-21,407.4,,-64.30000000000001,
4981,,2023-09-22,09-22,405.2,,-66.5,
4982,,2023-09-23,09-23,404.8,,-66.89999999999998,
4983,,2023-09-24,09-24,409.1,,-62.599999999999966,
4984,,2023-09-25,09-25,408,,-63.69999999999999,
4985,,2023-09-26,09-26,408.1,,-63.599999999999966,
4986,,2023-09-27,09-27,403.3,,-68.39999999999998,
4987,,2023-09-28,09-28,406.5,,-65.19999999999999,
4988,,2023-09-29,09-29,407.1,,-64.59999999999997,
4989,,2023-09-30,09-30,406.6,,-65.09999999999997,
4990,,2023-10-01,10-01,407.6,,-64.09999999999997,
4991,,2023-10-02,10-02,406.2,,-65.5,
4992,,2023-10-03,10-03,406.6,,-65.09999999999997,
4993,,2023-10-04,10-04,409.3,,-62.39999999999998,
4994,,2023-10-05,10-05,406.5,,-65.19999999999999,
4995,,2023-10-06,10-06,401.1,,-70.59999999999997,
4996,,2023-10-07,10-07,399.7,,-72,
4997,,2023-10-08,10-08,400.6,,-71.09999999999997,
4998,,2023-10-09,10-09,399.1,,-72.59999999999997,
